numero_dpe;conso_5_usages_ep;conso_5_usages_par_m2_ep;conso_chauffage_ep;conso_ecs_ep;conso_refroidissement_ep;conso_eclairage_ep;conso_auxiliaires_ep;conso_5 usages_ef;conso_5 usages_par_m2_ef;conso_chauffage_ef;conso_ecs_ef;conso_refroidissement_ef;conso_eclairage_ef;conso_auxiliaires_ef;conso_5 usages_ef_energie_n1;conso_chauffage_ef_energie_n1;conso_ecs_ef_energie_n1;conso_5 usages_ef_energie_n2;conso_chauffage_ef_energie_n2;Conso_ecs_ef_energie_n2;conso_5_usages_ef_energie_n3;conso_chauffage_ef_energie_n3;conso_ecs_ef_energie_n3;conso_chauffage_installation_chauffage_n1;conso_chauffage_generateur_n1_installation_n1;conso_chauffage_generateur_n2_installation_n1;conso_chauffage_installation_chauffage_n2;conso_chauffage_generateur_n1_installation_n2;conso_chauffage_generateur_n2_installation_n2;conso_ef_installation_ecs_n1;conso_ef_generateur_n1_ecs_n1;conso_ef_generateur_n2_ecs_n1;conso_refroidissement_annuel
2238N1114113J;4987,00;75,00;2779,00;1532,50;0,00;327,00;348,40;4556,80;68,60;2744,50;1518,60;0,00;142,20;151,50;4225,80;2718,00;1507,80;330,90;26,50;10,70;;;;;;;;;;;;;
2138N0314755U;5323,60;74,00;2161,60;2649,20;0,00;307,70;205,10;4227,70;58,00;1952,90;2051,90;0,00;133,80;89,20;4227,70;1952,90;2051,90;4227,70;1952,90;2051,90;;;;;;;;;;;;;
2138N0532003M;3503,00;72,70;1716,30;2075,00;0,00;92,90;0,00;3284,10;68,20;1694,70;1452,50;0,00;40,40;0,00;3115,70;1678,10;1437,70;71,80;16,60;14,80;;;;;;;;;;;;;
2438N2262953P;3612,00;54,00;1523,90;1678,10;0,00;331,90;78,10;3361,60;50,00;1516,70;1666,70;0,00;144,30;34,00;3361,60;1516,70;1666,70;3361,60;1516,70;1666,70;;;;;;;;;;;;;
2338N4149720N;5260,90;41,30;3105,00;1352,40;0,00;584,40;0,00;2287,40;18,00;1350,00;588,00;0,00;254,10;0,00;2287,40;1350,00;588,00;;;;;;;;;;;;;;;;
2238N0438863F;4872,80;58,70;2377,50;2702,00;0,00;122,10;15,30;4545,60;54,70;2377,50;1916,30;0,00;53,10;6,60;4293,90;2377,50;1916,30;59,70;0,00;0,00;;;;;;;;;;;;;
2138N0559065I;4938,00;56,80;3179,00;1299,00;0,00;340,00;120,00;2147,00;24,70;1382,00;565,00;0,00;148,00;52,00;2147,00;1382,00;565,00;;;;;;;;;;;;;;;;
2238N2164905L;6147,20;72,80;3198,10;2993,00;0,00;119,90;56,40;5680,10;67,30;3198,10;2122,70;0,00;52,10;24,50;5320,80;3198,10;2122,70;76,60;0,00;0,00;;;;;;;;;;;;;
2338N4094981E;2520,40;90,70;750,40;1559,40;0,00;134,90;75,70;2369,60;85,30;722,20;1555,80;0,00;58,70;32,90;2253,60;700,50;1553,10;116,00;21,70;2,70;;;;;;;;;;;;;
2338N4067710H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0660156L;6491,60;71,90;2574,30;4078,00;0,00;140,80;78,20;5834,50;64,60;2496,60;2892,20;0,00;61,20;34,00;5329,10;2436,80;2892,20;155,00;59,80;0,00;;;;;;;;;;;;;
2438N1433454U;2008,10;20,00;1437,70;348,00;0,00;31,20;0,00;873,10;8,70;625,10;151,30;0,00;13,60;0,00;790,00;625,10;151,30;;;;;;;;;;;;;;;;
2138N0143166F;11454,10;67,00;7390,80;2974,80;0,00;791,60;296,80;10755,00;63,00;7334,90;2946,90;0,00;344,20;129,10;10755,00;7334,90;2946,90;10755,00;7334,90;2946,90;;;;;;;;;;;;;
2138N0934587M;4553,90;43,70;2743,90;1404,20;0,00;482,40;120,60;1980,00;19,00;1193,00;433,00;0,00;209,80;52,40;1980,00;1193,00;433,00;;;;;;;;;;;;;;;;
2238N0533682C;5158,10;73,90;3135,80;2174,90;0,00;90,80;6,10;4886,90;70,00;3135,80;1542,50;0,00;39,50;2,60;4678,30;3135,80;1542,50;42,10;0,00;0,00;;;;;;;;;;;;;
2238N2730847L;2532,40;119,00;595,50;2408,10;0,00;29,80;25,20;2402,90;112,90;595,50;1707,90;0,00;13,00;11,00;2303,30;595,50;1707,90;23,90;0,00;0,00;;;;;;;;;;;;;
2238N1212397N;5907,90;132,20;1816,10;1456,70;907,50;940,30;787,30;3614,00;80,90;1017,20;1451,10;394,60;408,80;342,30;1849,50;402,70;1446,80;1764,50;614,50;4,30;;;;;;;;;;;;;
2238N0978510W;3972,10;65,70;1400,90;2344,30;113,60;98,80;6,10;2666,70;44,10;609,10;1662,60;49,40;43,00;2,70;1662,60;0,00;1662,60;704,10;609,10;0,00;;;;;;;;;;;;;
2238N0149694I;10172,60;145,50;6635,80;3999,30;0,00;104,50;75,50;9548,50;136,60;6407,60;2836,40;0,00;45,40;32,80;9068,40;6232,10;2836,40;253,80;175,60;0,00;;;;;;;;;;;;;
2238N0403429J;4736,10;97,40;2643,50;1860,20;184,00;71,20;0,00;2798,10;57,50;1149,30;1312,50;80,00;31,00;0,00;1307,20;0,00;1307,20;1265,60;1149,30;5,30;;;;;;;;;;;;;
2238N3066819L;6050,00;45,10;3348,80;2574,90;0,00;608,70;0,00;2630,40;19,60;1456,00;794,00;0,00;264,60;0,00;2630,40;1456,00;794,00;;;;;;;;;;;;;;;;
2238N0944946Y;4812,80;69,00;2746,60;2377,60;0,00;87,00;0,00;4598,00;66,00;2746,60;1686,20;0,00;37,80;0,00;4432,90;2746,60;1686,20;37,80;0,00;0,00;;;;;;;;;;;;;
2138N0040734N;11173,60;93,90;8253,20;2986,80;0,00;577,50;0,00;8035,80;67,50;6766,00;921,00;0,00;251,10;0,00;5622,00;5622,00;0,00;2065,00;1144,00;921,00;;;;;;;;;;;;;
2138N0755958D;4947,90;55,00;2037,50;2233,60;0,00;376,00;300,80;4517,10;50,00;2013,00;2209,80;0,00;163,50;130,80;4517,10;2013,00;2209,80;4517,10;2013,00;2209,80;;;;;;;;;;;;;
2138N0093080V;4494,20;44,70;2626,60;1439,90;0,00;467,00;233,50;1954,00;19,40;1142,00;444,00;0,00;203,00;101,50;1586,00;1142,00;444,00;;;;;;;;;;;;;;;;
2238N0754376I;112390,00;71,00;56687,80;58976,10;0,00;8325,10;3237,50;95920,70;60,70;48061,00;41827,00;0,00;3619,60;1407,60;83252,00;41425,00;41827,00;12668,70;6636,00;0,00;;;;;;;;;;;;;
2238N2852626G;4629,50;55,40;2332,60;2482,30;0,00;125,90;0,00;4326,30;51,80;2332,60;1760,50;0,00;54,80;0,00;4093,10;2332,60;1760,50;54,80;0,00;0,00;;;;;;;;;;;;;
2438N0821083B;3401,50;56,10;1544,60;1456,00;0,00;86,00;10,10;3037,80;50,10;1407,50;1456,00;0,00;37,40;4,40;2758,10;1302,10;1456,00;147,20;105,40;0,00;;;;;;;;;;;;;
2338N2192461I;3270,60;71,10;1405,70;1476,80;0,00;58,20;0,00;3051,20;66,30;1405,70;1476,80;0,00;25,30;0,00;2882,50;1405,70;1476,80;25,30;0,00;0,00;;;;;;;;;;;;;
2238N2664621H;2365,20;49,90;690,40;1900,60;0,00;69,00;8,60;2151,00;45,40;680,70;1328,10;0,00;30,00;3,70;1986,20;673,30;1312,90;56,40;7,40;15,20;;;;;;;;;;;;;
2238N2485545T;3824,20;60,00;1932,20;1520,10;0,00;287,40;84,50;3551,90;56,00;1890,20;1499,90;0,00;124,90;36,70;3551,90;1890,20;1499,90;3551,90;1890,20;1499,90;;;;;;;;;;;;;
2138N1042952J;4314,60;76,30;2172,70;2493,80;0,00;78,80;9,80;4103,60;72,60;2172,70;1768,60;0,00;34,20;4,30;3941,30;2172,70;1768,60;38,50;0,00;0,00;;;;;;;;;;;;;
2438N1936902E;5225,60;112,00;3024,90;1976,60;0,00;170,70;53,40;4987,40;107,00;2927,70;1962,30;0,00;74,20;23,20;4987,40;2927,70;1962,30;4987,40;2927,70;1962,30;;;;;;;;;;;;;
2238N1087873D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N1906228J;4869,20;72,10;2753,70;1730,00;0,00;94,20;5,90;4651,30;68,90;2753,70;1730,00;0,00;40,90;2,60;4483,70;2753,70;1730,00;43,50;0,00;0,00;;;;;;;;;;;;;
2438N2098346O;3195,20;88,00;1579,90;1323,20;0,00;168,50;123,60;3030,10;84,00;1579,90;1323,20;0,00;73,30;53,70;3030,10;1579,90;1323,20;3030,10;1579,90;1323,20;;;;;;;;;;;;;
2338N1680756J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N4171599A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0403302M;3050,50;73,70;1176,30;1714,10;156,70;60,70;0,00;2007,20;48,50;511,40;1209,40;68,10;26,40;0,00;1204,60;0,00;1204,60;610,80;511,40;4,80;;;;;;;;;;;;;
2338N3646307M;7388,60;59,90;4084,20;2415,30;0,00;175,40;30,90;6809,90;55,20;4038,20;2385,20;0,00;76,30;13,50;6364,90;4002,80;2362,10;148,20;35,40;23,10;;;;;;;;;;;;;
2338N4105250D;5530,30;73,50;3343,10;1557,00;0,00;111,00;39,20;5026,90;66,90;3195,90;1557,00;0,00;48,30;17,00;4639,70;3082,70;1557,00;178,50;113,20;0,00;;;;;;;;;;;;;
2238N1426551F;5775,10;49,70;3071,70;2778,70;0,00;159,40;0,00;5361,00;46,20;3071,70;1970,70;0,00;69,30;0,00;5042,50;3071,70;1970,70;69,30;0,00;0,00;;;;;;;;;;;;;
2238N2830873P;8724,60;83,90;4851,70;2170,50;0,00;1064,00;638,40;3793,30;36,50;2109,40;943,70;0,00;462,60;277,60;3793,30;2109,40;943,70;;;;;;;;;;;;;;;;
2338N2083665W;4512,50;42,10;2520,80;1527,50;0,00;586,00;117,20;1961,90;18,30;1096,00;471,00;0,00;254,80;51,00;1961,90;1096,00;471,00;;;;;;;;;;;;;;;;
2338N2192402B;3189,70;69,30;1324,80;1476,80;0,00;58,20;0,00;2970,30;64,60;1324,80;1476,80;0,00;25,30;0,00;2801,50;1324,80;1476,80;25,30;0,00;0,00;;;;;;;;;;;;;
2238N1126317T;4408,00;70,90;2256,50;1520,60;0,00;305,50;325,40;4009,50;64,50;2228,40;1506,80;0,00;132,80;141,50;3702,90;2206,80;1496,10;306,50;21,60;10,70;;;;;;;;;;;;;
2238N1178256K;5470,00;61,60;3477,60;1952,30;0,00;413,30;0,00;2378,30;26,80;1512,00;602,00;0,00;179,70;0,00;2378,30;1512,00;602,00;;;;;;;;;;;;;;;;
2238N3118805X;6003,90;127,90;3825,30;2462,10;0,00;67,20;13,40;5742,00;122,40;3807,90;1746,10;0,00;29,20;5,80;3720,60;3700,40;20,20;1820,00;94,00;1726,00;48,50;13,40;0,00;;;;;;;;;;
2338N0336397G;4111,70;52,30;1993,70;2227,30;0,00;93,30;11,00;1787,70;22,80;866,80;686,80;0,00;40,50;4,80;1598,90;866,80;686,80;;;;;;;;;;;;;;;;
2138N0622609I;3574,40;80,20;929,30;3253,70;0,00;83,60;19,70;3383,70;76,00;929,30;2307,60;0,00;36,30;8,60;3236,90;929,30;2307,60;44,90;0,00;0,00;;;;;;;;;;;;;
2238N0333033V;4574,40;56,20;2227,80;2510,50;0,00;126,30;6,30;4254,40;52,30;2227,80;1780,50;0,00;54,90;2,70;4008,30;2227,80;1780,50;57,70;0,00;0,00;;;;;;;;;;;;;
2238N1619264G;4597,00;55,20;2453,80;2012,50;0,00;121,70;64,40;4165,30;50,10;2439,40;1414,70;0,00;52,90;28,00;3833,20;2428,20;1404,90;101,80;11,10;9,70;;;;;;;;;;;;;
2338N3202324F;5145,60;73,20;2526,00;2093,60;0,00;105,60;23,50;4654,80;66,30;2332,50;2093,60;0,00;45,90;10,20;4277,20;2183,60;2093,60;205,00;148,90;0,00;;;;;;;;;;;;;
2238N2810020O;3568,20;55,50;977,20;3008,20;0,00;88,50;19,70;3309,60;51,50;977,20;2133,50;0,00;38,50;8,50;3110,70;977,20;2133,50;47,00;0,00;0,00;;;;;;;;;;;;;
2138N0923687G;4897,30;64,00;2611,10;2585,80;0,00;98,40;0,00;4641,70;60,70;2611,10;1833,90;0,00;42,80;0,00;4445,00;2611,10;1833,90;42,80;0,00;0,00;;;;;;;;;;;;;
2138N0066738R;7688,40;99,20;5708,10;2033,40;0,00;387,50;0,00;6131,00;79,20;5270,00;627,00;0,00;168,50;0,00;4933,00;4933,00;0,00;964,00;337,00;627,00;;;;;;;;;;;;;
2338N2559870L;2921,30;65,00;1080,90;1544,40;0,00;67,20;3,70;2754,00;61,30;1080,90;1544,40;0,00;29,20;1,60;2625,40;1080,90;1544,40;30,80;0,00;0,00;;;;;;;;;;;;;
2138N0923626X;3838,40;55,80;1663,10;2493,90;0,00;88,50;0,00;3608,60;52,60;1663,10;1768,70;0,00;38,50;0,00;3431,80;1663,10;1768,70;38,50;0,00;0,00;;;;;;;;;;;;;
2338N1681348D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N0287508Y;6088,00;61,30;3539,20;1968,00;0,00;118,40;7,90;5759,80;58,00;3539,20;1968,00;0,00;51,50;3,40;5507,20;3539,20;1968,00;54,90;0,00;0,00;;;;;;;;;;;;;
2238N1554316G;7020,20;69,80;4590,80;2587,90;0,00;459,00;0,00;3052,30;30,40;1996,00;798,00;0,00;199,60;0,00;3052,30;1996,00;798,00;;;;;;;;;;;;;;;;
2238N0439062W;4012,40;62,20;1825,60;2450,10;0,00;94,80;11,80;3758,60;58,30;1825,60;1737,70;0,00;41,20;5,10;3563,30;1825,60;1737,70;46,30;0,00;0,00;;;;;;;;;;;;;
2238N1070453D;1925,80;103,30;863,00;1240,80;0,00;28,40;9,50;1822,50;97,80;863,00;880,00;0,00;12,40;4,10;1743,00;863,00;880,00;16,50;0,00;0,00;;;;;;;;;;;;;
2238N0758363R;24251,60;58,00;13471,40;7608,40;0,00;1951,90;1219,90;21148,70;51,00;12230,20;7539,40;0,00;848,60;530,40;21148,70;12230,20;7539,40;21148,70;12230,20;7539,40;;;;;;;;;;;;;
2438N0323469B;3425,50;40,40;1674,40;1186,80;0,00;330,80;38,90;1489,30;17,60;728,00;516,00;0,00;143,80;16,90;1489,30;728,00;516,00;;;;;;;;;;;;;;;;
2138N0756036D;2992,30;68,00;960,60;1696,00;0,00;186,50;149,20;2772,90;63,00;949,10;1677,90;0,00;81,10;64,90;2772,90;949,10;1677,90;2772,90;949,10;1677,90;;;;;;;;;;;;;
2338N4368975K;1928,30;34,90;37,10;1562,10;0,00;76,40;0,00;1721,30;31,20;16,10;1562,10;0,00;33,20;0,00;1562,10;0,00;1562,10;49,40;16,10;0,00;;;;;;;;;;;;;
2238N1599578C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N2605981Y;7889,70;107,10;5047,50;2314,70;0,00;95,60;31,90;7198,10;97,80;4654,10;2314,70;0,00;41,60;13,90;6666,20;4351,50;2314,70;358,10;302,60;0,00;;;;;;;;;;;;;
2438N1112161J;6411,00;87,70;3248,40;2529,70;0,00;107,60;44,30;6053,30;82,80;3248,40;2529,70;0,00;46,80;19,30;5778,10;3248,40;2529,70;66,10;0,00;0,00;;;;;;;;;;;;;
2438N0282246O;2774,60;57,00;1193,40;1323,50;0,00;210,80;46,90;2610,50;54,00;1183,10;1315,40;0,00;91,70;20,40;2610,50;1183,10;1315,40;2610,50;1183,10;1315,40;;;;;;;;;;;;;
2338N2564923U;2680,20;65,20;1180,90;1214,70;0,00;60,00;7,50;2519,30;61,30;1180,90;1214,70;0,00;26,10;3,30;2395,60;1180,90;1214,70;29,40;0,00;0,00;;;;;;;;;;;;;
2338N2372449Y;3860,90;62,30;1941,10;1536,40;0,00;84,70;5,30;3512,10;56,70;1809,00;1536,40;0,00;36,80;2,30;3243,80;1707,40;1536,40;140,80;101,60;0,00;;;;;;;;;;;;;
2338N2102942H;5006,90;52,50;2612,80;2328,50;0,00;440,10;110,00;2176,90;22,90;1136,00;718,00;0,00;191,40;47,80;2176,90;1136,00;718,00;;;;;;;;;;;;;;;;
2338N2560504V;2654,10;65,20;1169,40;1202,90;0,00;59,40;7,40;2494,80;61,30;1169,40;1202,90;0,00;25,80;3,20;2372,30;1169,40;1202,90;29,10;0,00;0,00;;;;;;;;;;;;;
2238N0996124I;3815,50;85,70;1170,30;3253,70;0,00;66,60;15,70;3624,70;81,50;1170,30;2307,60;0,00;28,90;6,80;3478,00;1170,30;2307,60;35,80;0,00;0,00;;;;;;;;;;;;;
2438N1507671H;4853,90;67,20;2762,60;1528,70;0,00;102,70;6,00;4407,90;61,00;2634,60;1528,70;0,00;44,70;2,60;4064,90;2536,20;1528,70;145,80;98,50;0,00;;;;;;;;;;;;;
2338N4117925Q;6131,90;50,90;4041,10;1150,00;0,00;557,50;174,20;2666,10;22,10;1757,00;500,00;0,00;242,40;75,80;2666,10;1757,00;500,00;;;;;;;;;;;;;;;;
2438N1696689F;4824,00;74,00;2831,00;1423,00;120,00;255,00;195,00;2098,00;32,20;1231,00;619,00;52,00;111,00;85,00;2098,00;1231,00;619,00;;;;;;;;;;;;;;;;
2438N1022363P;7762,80;70,70;4878,30;2081,50;0,00;505,60;148,70;3375,10;30,80;2121,00;905,00;0,00;219,80;64,70;3375,10;2121,00;905,00;;;;;;;;;;;;;;;;
2238N0968200I;2829,10;42,00;463,60;1609,10;0,00;87,20;3,50;1230,00;18,20;201,60;496,20;0,00;37,90;1,50;737,20;201,60;496,20;;;;;;;;;;;;;;;;
2438N1277396O;4072,60;58,50;2020,80;1570,40;0,00;107,40;5,40;3800,50;54,70;2020,80;1570,40;0,00;46,70;2,30;3591,20;2020,80;1570,40;49,00;0,00;0,00;;;;;;;;;;;;;
2238N0543102K;2933,40;60,20;1235,50;1972,90;0,00;67,80;0,00;2764,60;56,80;1235,50;1399,20;0,00;29,50;0,00;2634,70;1235,50;1399,20;29,50;0,00;0,00;;;;;;;;;;;;;
2338N1844181Y;4185,40;60,10;2095,80;1664,90;0,00;320,20;104,60;3904,80;56,10;2072,70;1647,50;0,00;139,20;45,50;3689,00;2054,90;1634,10;215,80;17,80;13,40;;;;;;;;;;;;;
2338N0884822N;3908,30;55,90;1917,60;2145,00;0,00;102,10;11,30;3643,00;52,20;1917,60;1521,30;0,00;44,40;4,90;3438,80;1917,60;1521,30;49,30;0,00;0,00;;;;;;;;;;;;;
2238N0131428U;3952,40;56,80;1781,80;2323,60;0,00;103,10;18,20;3657,00;52,70;1781,80;1647,90;0,00;44,80;7,90;3429,70;1781,80;1647,90;52,70;0,00;0,00;;;;;;;;;;;;;
2238N0333042E;4932,00;70,90;2773,00;2361,40;0,00;108,00;5,40;4658,30;66,90;2773,00;1674,80;0,00;47,00;2,30;4447,80;2773,00;1674,80;49,30;0,00;0,00;;;;;;;;;;;;;
2438N2152764O;3101,10;89,10;1154,10;1663,50;0,00;48,70;21,30;2940,90;84,60;1154,10;1663,50;0,00;21,20;9,30;2817,60;1154,10;1663,50;30,50;0,00;0,00;;;;;;;;;;;;;
2138N0692235G;4280,10;54,80;2008,70;2426,30;0,00;104,40;24,60;3968,90;50,90;2008,70;1720,80;0,00;45,40;10,70;3729,50;2008,70;1720,80;56,10;0,00;0,00;;;;;;;;;;;;;
2338N3257262F;7492,20;81,40;4796,40;1908,70;0,00;407,10;190,00;7012,20;76,20;4773,00;1897,00;0,00;177,00;82,60;6643,00;4755,00;1888,00;369,20;18,00;9,00;;;;;;;;;;;;;
2338N0922185O;3631,00;57,60;1606,90;2120,20;0,00;80,90;43,10;3336,90;53,00;1606,90;1503,70;0,00;35,20;18,70;3110,60;1606,90;1503,70;53,90;0,00;0,00;;;;;;;;;;;;;
2238N1070648Q;1918,60;103,30;859,70;1236,10;0,00;28,30;9,40;1815,60;97,80;859,70;876,70;0,00;12,30;4,10;1736,40;859,70;876,70;16,40;0,00;0,00;;;;;;;;;;;;;
2238N0446440Q;3808,00;84,70;1892,40;2386,00;0,00;64,80;0,00;3541,00;78,90;1771,90;1672,00;0,00;28,20;0,00;3335,60;1679,30;1656,40;136,40;92,70;15,60;;;;;;;;;;;;;
2238N1018419V;6685,40;84,80;3243,50;4026,60;0,00;113,40;28,30;6354,10;80,70;3243,50;2855,70;0,00;49,30;12,30;6099,20;3243,50;2855,70;61,60;0,00;0,00;;;;;;;;;;;;;
2238N2641789D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N0790945W;4063,70;90,60;1699,70;2893,70;0,00;57,50;16,40;2926,80;65,30;739,00;2052,30;0,00;25,00;7,10;2052,30;0,00;2052,30;771,10;739,00;0,00;;;;;;;;;;;;;
2338N0550859U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1268684K;9678,30;80,90;7053,80;1812,00;0,00;541,70;270,80;8912,90;74,60;6939,00;1620,60;0,00;235,50;117,80;8324,10;6850,70;1473,40;588,80;88,30;147,20;;;;;;;;;;;;;
2138N0451961Y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N3917534H;6361,60;94,20;4424,30;1510,90;0,00;94,20;5,90;6120,60;90,70;4424,30;1510,90;0,00;41,00;2,60;5935,30;4424,30;1510,90;43,50;0,00;0,00;;;;;;;;;;;;;
2238N2283671J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N3115961O;5479,70;81,50;3334,10;1594,20;0,00;85,70;57,10;5168,10;76,90;3334,10;1594,20;0,00;37,30;24,80;4928,40;3334,10;1594,20;62,10;0,00;0,00;;;;;;;;;;;;;
2238N2552460K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N3871285M;7102,50;102,90;3798,00;2612,70;0,00;91,20;18,20;6349,90;92,10;3441,00;2608,10;0,00;39,70;7,90;5771,00;3166,50;2604,50;325,70;274,60;3,50;;;;;;;;;;;;;
2238N0152614Q;7870,20;49,00;5419,60;1319,60;0,00;659,80;471,30;3421,80;21,00;2356,40;573,70;0,00;286,90;204,90;3421,80;2356,40;573,70;;;;;;;;;;;;;;;;
2338N2559860B;3198,20;60,00;1180,80;1666,10;0,00;79,80;4,40;2999,60;56,30;1180,80;1666,10;0,00;34,70;1,90;2846,90;1180,80;1666,10;36,60;0,00;0,00;;;;;;;;;;;;;
2338N1744824N;6333,20;69,30;4204,40;2127,40;0,00;458,30;0,00;2753,60;30,20;1828,00;656,00;0,00;199,20;0,00;2753,60;1828,00;656,00;;;;;;;;;;;;;;;;
2138N0773388N;4443,90;72,20;1691,10;3187,10;0,00;82,40;33,00;4165,50;67,80;1691,10;2260,30;0,00;35,80;14,30;3951,40;1691,10;2260,30;50,20;0,00;0,00;;;;;;;;;;;;;
2138N0701932F;4950,30;70,50;2803,30;2418,70;0,00;96,70;0,00;4706,40;67,00;2803,30;1715,40;0,00;42,10;0,00;4518,70;2803,30;1715,40;42,10;0,00;0,00;;;;;;;;;;;;;
2338N2522389W;8034,20;86,70;6035,70;1279,10;0,00;93,50;0,00;4597,80;49,60;3728,90;556,10;0,00;40,70;0,00;2371,30;1774,50;556,10;1954,30;1954,30;0,00;;;;;;;;;;;;;
2338N2088057U;4798,70;55,20;1392,70;2812,40;0,00;112,30;22,50;4451,50;51,20;1392,70;2800,70;0,00;48,80;9,80;4184,30;1392,70;2791,60;67,60;0,00;9,00;;;;;;;;;;;;;
2438N0083911H;5354,00;40,40;2555,30;1764,10;0,00;547,70;182,60;2327,80;17,60;1111,00;767,00;0,00;238,10;79,40;2327,80;1111,00;767,00;;;;;;;;;;;;;;;;
2238N1253797V;5357,00;79,80;3433,50;2086,60;0,00;83,90;5,60;4963,70;74,00;3301,80;1469,00;0,00;36,50;2,40;4661,10;3200,40;1460,70;148,60;101,30;8,30;;;;;;;;;;;;;
2438N0898981D;7572,90;66,30;5048,50;1727,30;0,00;498,20;0,00;3292,60;28,90;2195,00;751,00;0,00;216,60;0,00;3292,60;2195,00;751,00;;;;;;;;;;;;;;;;
2438N1228705V;4417,30;59,70;2027,30;1878,90;0,00;105,00;6,20;4066,50;55,00;2001,60;1842,70;0,00;45,70;2,70;3796,70;1981,70;1815,00;95,90;19,80;27,80;;;;;;;;;;;;;
2138N0420988R;4178,90;64,50;1873,40;2520,10;0,00;118,80;34,90;3842,40;59,30;1851,10;1766,00;0,00;51,70;15,20;3583,50;1834,00;1749,50;100,40;17,10;16,40;;;;;;;;;;;;;
2338N0552580Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0141529G;11970,30;70,00;7907,10;2974,80;0,00;791,60;296,80;11271,20;66,00;7851,20;2946,90;0,00;344,20;129,10;11271,20;7851,20;2946,90;11271,20;7851,20;2946,90;;;;;;;;;;;;;
2138N0705640V;5617,40;48,80;2716,30;2915,50;0,00;524,70;92,60;2442,30;21,30;1181,00;899,00;0,00;228,10;40,30;2442,30;1181,00;899,00;;;;;;;;;;;;;;;;
2238N0772489Z;5062,20;49,50;4341,00;0,00;0,00;148,20;8,70;4654,60;45,60;4341,00;0,00;0,00;64,40;3,80;4341,00;4341,00;0,00;68,20;0,00;0,00;;;;;;;;;;;;;
2338N0082375E;5153,10;57,00;3229,90;1331,40;0,00;419,20;172,60;2240,50;24,00;1404,30;578,90;0,00;182,20;75,00;2240,50;1404,30;578,90;;;;;;;;;;;;;;;;
2138N0565724L;5192,70;74,50;2963,20;2451,60;0,00;136,20;8,50;4915,30;70,70;2963,20;1738,80;0,00;59,20;3,70;4701,90;2963,20;1738,80;62,90;0,00;0,00;;;;;;;;;;;;;
2238N1070599T;1983,60;103,30;888,90;1278,10;0,00;29,30;9,80;1877,20;97,80;888,90;906,40;0,00;12,70;4,20;1795,30;888,90;906,40;17,00;0,00;0,00;;;;;;;;;;;;;
2238N2855315R;3139,90;63,90;1222,80;2198,30;0,00;66,50;12,50;2937,60;59,80;1222,80;1559,10;0,00;28,90;5,40;2781,90;1222,80;1559,10;34,30;0,00;0,00;;;;;;;;;;;;;
2238N1466155L;2408,40;58,00;2115,70;0,00;0,00;195,10;97,60;2224,90;54,00;2097,70;0,00;0,00;84,80;42,40;2224,90;2097,70;0,00;2224,90;2097,70;0,00;;;;;;;;;;;;;
2238N2164855N;4717,70;74,80;2031,80;2882,80;0,00;93,00;46,50;4355,20;69,10;2031,80;2044,60;0,00;40,40;20,20;4076,30;2031,80;2044,60;60,70;0,00;0,00;;;;;;;;;;;;;
2238N0654303J;5149,60;71,50;2597,40;2702,20;0,00;110,60;43,00;4395,00;61,00;2202,10;1916,50;0,00;48,10;18,70;1916,50;0,00;1916,50;1898,10;1898,10;0,00;370,90;304,10;0,00;;;;;;;;;;
2338N4066211Q;3921,80;55,80;1747,30;1642,50;0,00;354,70;177,30;3555,20;50,60;1685,10;1638,70;0,00;154,20;77,10;3273,10;1637,30;1635,80;282,10;47,80;2,90;;;;;;;;;;;;;
2338N3901918R;97167,00;63,30;37487,00;50049,00;0,00;6879,30;917,20;91723,40;59,80;37487,00;50049,00;0,00;2991,00;398,80;87536,00;37487,00;50049,00;4187,40;0,00;0,00;;;;;;;;;;;;;
2438N1701793N;5998,90;68,00;3703,60;1591,00;0,00;417,30;286,90;2608,20;29,00;1610,30;691,70;0,00;181,40;124,70;2608,20;1610,30;691,70;;;;;;;;;;;;;;;;
2238N0535834W;4349,00;65,50;2378,20;2135,20;0,00;86,40;5,80;4091,00;61,60;2378,20;1514,30;0,00;37,50;2,50;3892,60;2378,20;1514,30;40,00;0,00;0,00;;;;;;;;;;;;;
2238N2869373J;7917,50;62,00;5737,40;1262,20;0,00;573,70;344,20;3442,40;27,00;2494,50;548,80;0,00;249,50;149,70;3442,40;2494,50;548,80;;;;;;;;;;;;;;;;
