numero_dpe;cout_total_5_usages_energie_n1;cout_chauffage_energie_n1;cout_ecs_energie_n1;cout_total_5_usages_energie_n2;cout_chauffage_energie_n2;cout_ecs_energie_n2;cout_total_5_usages energie_n3;cout_chauffage_energie_n3;cout_ecs_energie_n3;cout_total_5_usages;cout_chauffage;cout_ecs;cout_refroidissement;cout_eclairage;cout_auxiliaires
2238N0149701P;459.7;298.3;161.4;274.2;40.7;0;;;;576.8;339;161.4;0;135.6;97.9
2338N0938792H;651.4;447.8;203.6;300.8;0;0;;;;757.6;447.8;203.6;0;196.2;104.6
2338N0241196R;319.4;161.6;81.4;;;;;;;319.4;161.6;81.4;0;39.1;37.3
2138N0609198N;452.3;266;186.3;155.8;0;0;;;;508.1;266;186.3;0;146.7;9.2
2238N3118597X;165.7;164.8;0.9;210.1;10;200.1;98;2.8;0;419.3;177.7;201;0;85.2;10
2138N0455351I;;;;;;;;;;;;;;;
"AVENUE DU RIF NEL AMONT""";;;;;;;;;;;;;;;
2338N1925163Q;454.5;288.6;104;;;;;;;454.5;288.6;104;0;47.1;14.9
2238N2206388Y;607;437;170;123;40;3;;;;730;477;173;0;54;4
2338N3901971S;497.7;237.7;260;187.3;0;0;;;;564.8;237.7;260;0;165.2;22
2238N0182348G;189.5;46.8;142.8;191;0;0;;;;265.3;46.8;142.8;0;191;0
2438N1675538S;452.6;276.8;104.2;;;;;;;452.6;276.8;104.2;0;48.8;22.8
2138N1042698P;312.4;158.5;153.9;90.3;0;0;;;;344.4;158.4;153.9;0;80.3;10
2138N0862832R;436;257;97;;;;;;;436;257;97;0;47;15
2438N1088766O;651.8;482.2;169.6;226.4;0;0;;;;728.4;482.2;169.6;0;201.2;25.2
2338N1405928B;579;379;139;;;;;;;579;379;139;0;45;0
2438N1657267Z;635;356;153;;;;;;;635;356;153;0;79;47
2238N2898762S;404.5;166.7;198.9;404.5;166.7;198.9;;;;404.5;166.7;198.9;0;27.6;11.4
2238N2164355H;146.6;146.6;0;601.5;310.4;188.1;;;;748.1;457;188.1;0;52.7;50.3
2238N0017277J;457;290;108;;;;;;;457;290;108;0;39;5
2138N0756045M;389;121.4;211.8;389;121.4;211.8;;;;389;121.4;211.8;0;31;24.8
2338N0729527Q;485.1;320.5;164.6;152.8;0;0;;;;544.2;320.5;164.6;0;144.3;8.5
2438N0299893H;379;185;131;;;;;;;379;185;131;0;35;13
2238N2472633D;358.7;94.2;224.4;358.7;94.2;224.4;;;;358.7;94.2;224.4;0;29.6;10.4
2438N1699953T;479;274;118;;;;;;;479;274;118;0;49;6
2438N2217554M;395.3;198.8;196.5;191.8;0;0;;;;464;198.8;196.5;0;191.8;0
2434N1873557R;340;147;116;;;;;;;340;147;116;0;48;0
2438N2198681P;301.8;147.2;154.5;129.6;0;0;;;;347.3;147.3;154.5;0;109.2;20.5
2238N2358104E;177.9;66.2;111.7;151.9;0;0;;;;302.3;66.2;111.7;0;143.4;8.4
2238N1061052O;494.1;304;190;305.3;44.9;0;;;;640.8;348.9;190;0;181.2;79.3
2338N1213768H;338.5;146.8;191.7;214.4;0;0;;;;412.2;146.8;191.7;0;192.9;21.4
2238N1932701N;404;225.4;178.6;159.8;3.6;2.6;;;;465.3;229.1;181.1;0;153.6;0
2438N3951339N;476.8;248.8;227.9;52.9;4.1;4.7;;;;529.7;252.9;232.7;0;32.9;11.1
2238N1395101P;398.1;166.7;170.5;398.1;166.7;170.5;;;;398.1;166.7;170.5;0;37.1;23.8
2438N1582976Q;125.8;125.8;0;116.8;0;0;;;;168.6;125.8;0;0;116.8;0
2238N1028657P;435.2;273.5;161.8;207.4;0;0;;;;505.4;273.5;161.8;0;138.3;69.1
2238N0978623F;109.6;0;109.6;277.3;98.3;0;;;;320.3;98.3;109.6;14.3;148.2;16.5
2238N2628455H;;;;;;;;;;;;;;;
"Rue de Nantes""";;;;;;;;;;;;;;;
2238N0986213D;639.8;346.1;206.6;639.8;346.1;206.6;;;;639.8;346.1;206.6;0;52.9;34.2
2338N4082408P;436.8;71.6;125.3;;;;;;;260.4;71.6;125.3;0;128.5;111.4
2338N2465645K;202.7;0;202.7;274.9;185.2;0.7;;;;457.4;185.2;203.4;0;83.1;5.9
2438N0279813Z;373.3;184.7;188.6;57;14.7;4.2;;;;430.3;199.4;192.8;0;27.6;10.4
2238N1114036K;463.5;283.9;179.6;88.9;6.5;3;;;;552.4;290.4;182.6;0;38.4;40.9
2138N0893605G;417;417;0;315;62;163;;;;732;479;163;0;53;7
2238N2777021J;511.5;376;135.5;266.2;36.3;0;;;;628.5;412.3;135.5;0;193.6;36.3
2238N0754503F;1338;0;1338;3260;3260;0;3675;1925;0;8273;5185;1338;0;1050;408
2338N1599989Y;674;455;219;101;0;0;;;;775;455;219;0;49;23
2238N0904158E;464;248;146;;;;;;;464;248;146;0;44;8
2438N1482748S;411.8;187.7;224.1;178.9;0;0;;;;475.5;187.7;224.1;0;130.1;48.8
2238N1182369P;183.1;69.3;113.8;99.7;0;0;;;;221.7;69.3;113.8;0;94.1;5.5
2138N0230905U;705;466.6;238.4;59.5;0;0;;;;777.6;466.6;238.4;0;56.2;3.3
2138N0346844Z;658.6;363.3;295.3;376.8;91.1;6.5;;;;879.1;454.4;301.7;0;209.5;69.8
2238N0912987T;518;352;99;;;;;;;518;352;99;0;49;3
2338N2149935S;615.5;283.6;169;0;0;0;0;0;0;615.5;283.6;169;33.2;45.3;84.5
2238N1526501L;313;115.1;197.9;216;0;0;;;;401.8;115.1;197.9;0;135;81
2338N4439557C;521;336;127;;;;;;;521;336;127;0;42;0
2238N3079782A;173.1;38.2;134.9;83.4;0;0;;;;202.4;38.2;134.9;0;45.2;38.2
2338N4532654T;403;204.8;198.2;142.4;4.7;6.9;;;;464.4;209.4;205.1;0;130.8;0
2138N0458852Z;483.7;199;284.7;137.5;4.5;7.1;;;;558.1;203.6;291.8;0;125.9;0
2238N2628538M;;;;;;;;;;;;;;;
"Rue de Nantes""";;;;;;;;;;;;;;;
2138N0196652J;;;;;;;;;;;;;;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;;;;;;;;;;;;;;
2238N1059228K;705.8;517.3;103.5;;;;;;;705.8;517.3;103.5;0;59.1;25.9
2438N1370057L;177.7;21.8;89.8;;;;;;;181.6;21.8;89.8;0;56.2;9.9
2438N2247411V;;;;;;;;;;;;;;;
"ZAC de Pierre Louve""";;;;;;;;;;;;;;;
2338N3958880N;272.8;184.6;88.2;153.1;0;0;;;;353.2;184.6;88.2;0;143.5;9.6
2238N0402762S;131.7;0;131.7;253.4;145.1;1.4;;;;358.4;145.1;133.1;19.1;87.8;0
2238N1253795T;556;395.9;160.1;163.9;32.7;2.4;;;;644.8;428.6;162.4;0;120.7;8
2138N0772587S;;;;;;;;;;;;;;;
"Rue Gay""";;;;;;;;;;;;;;;
2138N0622615O;383.8;176.1;207.7;173.7;0;0;;;;459.1;176.1;207.7;0;140.6;33.1
2338N2465581Y;201.5;0;201.5;267.6;179;0.7;;;;449.1;179;202.1;0;82.1;5.9
2338N4171605G;;;;;;;;;;;;;;;
"140 Route de Lyon""";;;;;;;1296288.7;;;;;;;;
2438N2097946E;438;209.4;175.4;438;209.4;175.4;;;;438;209.4;175.4;0;30.8;22.6
2138N0707836H;589;413;176;99;8;4;;;;688;421;180;0;64;4
2138N0646732D;880;880;0;573;21;398;;;;1453;901;398;0;126;7
2338N1032651G;181.8;64.9;116.9;36.3;1.7;2.2;;;;218.1;66.7;119.1;0;24.4;8
2238N0247706A;231;116.8;114.2;96.9;0;0;;;;266.1;116.8;114.2;0;96.9;0
2338N2372480D;405.1;223.4;181.7;164.5;30.2;0;;;;483.5;253.6;181.7;0;126.4;7.9
2238N1479340O;216;78.1;137.8;126;0;0;;;;261.7;78.2;137.8;0;119.7;6.3
2238N1070686C;128.4;63.2;65.3;53.9;0;0;;;;148.7;63.2;65.3;0;40.4;13.5
2338N0952205E;165.5;84.7;80.8;144.7;0;0;;;;209.8;84.7;80.8;0;94.4;50.3
2338N1191259O;713.8;342.5;219.8;713.8;342.5;219.8;;;;713.8;342.5;219.8;0;60.4;91.2
2338N1191307K;755.6;394.3;209.8;755.6;394.3;209.8;;;;755.6;394.3;209.8;0;60.4;91.2
2338N0410176X;295;295;0;455;213;167;;;;750;508;167;0;59;0
2338N0527738N;669;504;165;111;32;3;;;;780;536;168;0;54;3
2238N0737998K;217.2;108.1;109.1;230.5;63.8;0;;;;339.1;171.9;109.2;0;120;46.7
2338N1963926N;139.7;0;0;;;;;;;50.7;0;0;0;139.7;0
2238N0234247J;569;378;118;;;;;;;569;378;118;0;47;13
2338N1032635Q;162.2;45.3;116.9;35.8;1.2;2.2;;;;197.9;46.5;119.1;0;24.4;8
2138N0625854D;586;586;0;313;8;204;;;;899;594;204;0;66;12
2338N3048730T;525;338;114;;;;;;;525;338;114;0;51;3
2138N0142829G;1367.3;846.3;333.8;1367.3;846.3;333.8;;;;1367.3;846.3;333.8;0;130.2;57
2238N0637958S;437;237;135;;;;;;;437;237;135;0;35;16
2238N2730777T;267.4;87.6;179.8;166.9;0;0;;;;326;87.7;179.8;0;90.4;76.5
2138N0455359Q;;;;;;;;;;;;;;;
"AVENUE DU RIF NEL AMONT""";;;;;;;;;;;;;;;
2338N1938130J;756;512;169;;;;;;;756;512;169;0;66;9
2338N2220539G;417.4;201.7;96.4;417.4;201.7;96.4;;;;417.4;201.7;96.4;0;75.1;44.2
2238N1680476O;660;468;192;186;49;22;;;;846;517;214;0;71;9
2438N1112054G;424.8;225.7;199.1;227.7;0;0;;;;504.6;225.7;199.1;0;161.3;66.4
2338N3466382H;306.4;157.8;148.6;101.9;0;0;;;;341.9;157.8;148.6;0;91.7;10.2
2238N0996087X;406.8;193.5;213.4;187.2;0;0;;;;471.5;193.5;213.4;0;151.6;35.7
2238N1007966U;343.4;175.4;168;97.7;7;0;;;;385;182.4;168;0;90.7;0
2338N2668350T;1283.6;415.6;85.7;;;;;;;1283.6;415.6;85.7;364.7;39;378.5
2238N0449415B;300.2;111.4;188.8;121.5;0;0;;;;342.9;111.4;188.8;0;108.7;12.8
2238N0407741F;371;186.8;184.2;128.5;26.9;4.5;;;;430.5;213.6;188.7;0;97.1;0
2238N0182364W;189.6;46.8;142.8;191.1;0;0;;;;265.4;46.8;142.8;0;191.1;0
2338N2339224B;557.9;242.4;315.4;196;0;0;;;;625.5;242.4;315.5;0;174.2;21.8
2138N0531959U;450;247.9;202.1;114.6;7.6;5.2;;;;508.6;255.4;207.3;0;101.9;0
2366N0739646X;382;240;90;;;;;;;382;240;90;0;33;0
2238N1196987V;215;215;0;493;273;157;;;;708;488;157;0;49;0
2138N0266136V;;;;;;;;;;;;;;;
250;;;;;;;;;;;;;;;
2238N2641865B;;;;;;;;;;;;;;;
ZAC Blanche Monier 6 et 8 Rue Joseph François;;;;;;;;;;;;;;;
"Girot""";;;;;;;;;;;;;;;
2438N0355172K;366.6;181.4;185.2;318.6;13.6;0;;;;460.1;195;185.2;0;175.9;129
2238N3069368M;465.4;180.9;284.5;46.5;0;0;;;;512;180.9;284.5;0;29.3;17.2
2238N2930209F;586;407;109;;;;;;;586;407;109;0;52;0
2238N0446426C;353.4;145.9;207.5;157.6;21;5.1;;;;417.6;166.9;212.6;0;131.5;0
2438N2154434U;306.9;132.2;174.6;198;0;0;;;;374.3;132.2;174.6;0;137.8;60.3
2338N0007418F;521.2;302;161.1;0;0;0;0;0;0;521.2;302;161.1;0;40.3;17.9
2338N3511481W;446;293;94;;;;;;;446;293;94;0;37;5
2338N1674257K;;;;;;;;;;;;;;;
Bâtiment B;;;;;;;;;;;;;;;
"71 avenue de Claix""";;;;;;;;;;;;;;;
2338N3115957K;407.4;282;125.4;213.8;0;0;;;;476.9;282;125.4;0;128.3;85.5
2338N1832096D;700;541;159;170;21;12;;;;870;562;171;0;58;54
2138N0409128N;705.5;414.9;290.7;177.7;0;0;;;;793.1;414.9;290.7;0;167.2;10.5
2238N1383642W;442.3;275.6;166.7;104.1;52.5;2.5;;;;546.4;328.1;169.1;0;35.5;13.6
2238N1124732U;469.6;284.9;184.7;89.1;6.4;3.1;;;;558.7;291.3;187.8;0;38.5;41
2238N0754515R;66.5;66.5;0;206;39.3;0;;;;163.8;105.8;0;0;120;46.7
2338N3988104N;364.1;166.6;197.5;151.5;29.4;0;;;;456.1;196;197.5;0;122.1;0
2238N0637139F;478.9;305.2;173.7;169.4;0;0;;;;547.2;305.2;173.7;0;169.4;0
2238N1155511P;464.1;276.2;187.8;169.8;5.6;5.2;;;;532.6;281.8;193;0;159;0
2238N2152178Y;503;288;143;;;;;;;503;288;143;0;36;0
2238N1478791L;203.9;72.6;131.3;114.7;0;0;;;;245.5;72.6;131.3;0;109;5.7
2238N2072062O;453.8;286.3;167.4;153.8;20.9;0;;;;532.5;307.2;167.4;0;132.9;0
2338N3714829Y;419.5;251;168.6;152.4;0;0;;;;474.8;250.9;168.6;0;144.8;7.6
2138N0893523C;402;402;0;308;49;168;;;;710;451;168;0;54;7
2238N0677048E;681.6;234.1;195.1;;;;;;;496;234.1;195.1;0;228.4;24
2438N0854665R;467.6;261.8;149.9;;;;;;;467.6;261.8;149.9;0;34;22
2238N3100573R;629.2;423.7;126.8;;;;;;;629.2;423.7;126.8;0;48;30.8
2238N1559816U;588;287;219;;;;;;;588;287;219;0;61;21
2338N4366196N;214.4;0;214.4;204.2;6.3;0;;;;292.5;6.3;214.4;0;197.9;0
2438N3951336K;482.6;252.8;229.8;54.6;5;4.8;;;;537.2;257.9;234.5;0;33.5;11.3
2138N0565719G;488;269.6;218.4;118;0;0;;;;541.1;269.6;218.4;0;111.1;6.9
2138N0484238J;279;194.1;85;117.5;0;0;;;;360.5;194.1;85;0;111.9;5.6
2338N1844227S;403.7;170;233.7;40.3;3.5;4.5;;;;444;173.4;238.2;0;24.4;8
2238N0500647N;400.5;221.8;178.8;203.3;0;0;;;;471.3;221.8;178.8;0;162.6;40.6
2138N1042694L;447.9;241.1;206.8;186.8;0;0;;;;514.1;241.1;206.8;0;166;20.8
2438N2154442C;215;61.2;153.9;140.1;0;0;;;;262.7;61.2;153.9;0;97.4;42.6
2338N3871453Y;222.8;135.5;87.3;292.5;106.5;1.1;;;;428.7;242;88.4;0;154.1;30.8
2138N0983026N;321.2;138.7;182.5;259;12.2;0;;;;414.8;150.9;182.5;0;153.2;93.6
2238N0775394S;336;170;121;;;;;;;336;170;121;0;29;0
2138N0574966X;616.5;348.3;268.2;319.3;63.9;68.5;;;;832.1;412.3;336.7;0;166;20.8
2338N4066458D;489;287.1;201.9;85.2;17.3;0.9;;;;574.3;304.4;202.8;0;44.7;22.4
2338N2974814V;464;297;102;;;;;;;464;297;102;0;39;13
2238N2870994S;556.7;389.6;167.2;145.4;0;0;;;;611.3;389.5;167.2;0;136.9;8.6
2238N0965246S;228.3;31.7;106.1;;;;;;;225.1;31.7;106.1;0;84.5;6
2438N2098185J;459.3;210.8;185.4;459.3;210.8;185.4;;;;459.3;210.8;185.4;0;36.5;26.7
2238N0757631N;;;;;;;;;;;;;;;
"RUE DES ECOLES""";;;;;;;1258606.8;;;;;;;;
2238N1912886K;419.6;236.8;182.8;177.6;0;0;;;;492.4;236.8;182.8;0;167.2;10.4
2238N1763909N;614;448;166;90;7;3;;;;704;455;169;0;57;3
2238N1456978M;3019;1778;1241;540;40;20;;;;3559;1818;1261;0;360;0
2438N1156729N;370.5;207.9;162.6;128.2;3.9;3.9;;;;418.8;211.8;166.6;0;107.7;12.7
2338N3149089S;613.5;369.6;158.9;;;;;;;613.5;369.6;158.9;0;55.4;29.6
2238N0543124G;434.1;240.1;194;174.5;0;0;;;;496.6;240.1;194;0;174.5;0
2438N1219594K;579.8;307.1;132.7;;;;;;;485.3;307.1;132.7;0;140;0
2369N2328255J;323.9;144.8;179.1;81;0;0;;;;356.8;144.8;179.1;0;81;0
2473N1236970B;;;;;;;;;;;;;;;
"38000 Grenoble""";;;;;;;;;;;;;;;
2238N0407726Q;394.4;180.5;213.9;174.6;26;5.3;;;;467.2;206.4;219.2;0;143.4;0
2138N1042967Y;243.6;73.5;170.1;95.3;0;0;;;;277.4;73.5;170.1;0;84.7;10.6
2338N2392088H;;;;;;;;;;;;;;;
"13 rue Charles Piot""";;;;;;;;;;;;;;;
2338N3871214T;203.3;121.5;81.8;252.2;95.5;1;;;;382.6;217;82.8;0;129.8;26
2138N0143215C;1342.2;809.2;337.7;1342.2;809.2;337.7;;;;1342.2;809.2;337.7;0;138.4;57
2238N1932722I;533.1;354.8;178.3;158.3;5.7;2.7;;;;595.2;360.5;181;0;150;0
2238N2470492U;519.6;188.7;270.5;519.6;188.7;270.5;;;;519.6;188.7;270.5;0;45.3;15.1
2238N0580521P;355.1;216.1;138.9;89.5;0;0;;;;388.7;216.1;138.9;0;84.2;5.3
2438N1044824M;470.1;282.1;188;246;43.8;0;;;;584.9;325.9;188;0;180.9;21.3
2138N0383414N;1011.7;578.5;337.4;1011.7;578.5;337.4;;;;1011.7;578.5;337.4;0;68.4;27.4
2138N0301575W;734.1;497.4;236.8;84.4;12.9;7.2;;;;834.6;510.3;243.9;0;64.3;0
2138N0646430N;396;206.4;189.6;143.6;4;0;;;;453.3;210.4;189.6;0;132.2;7.3
2338N0496240B;593;427;113;;;;;;;593;427;113;0;40;0
2238N1644081T;558.4;355.3;203.1;193.9;0;0;;;;635.1;355.3;203.1;0;149.8;44.1
2238N1217526U;214.6;42.7;172;373.2;123.5;1;;;;587.8;166.2;172.9;85.6;88.7;74.3
2138N0346765Y;20985;9038;11947;4328;262;262;;;;25313;9300;12209;0;2361;787
2238N2852634O;496.5;294.9;201.6;202.1;0;0;;;;568.9;294.9;201.6;0;202.1;0
2138N0892592H;315.6;315.6;0;406.4;48.4;172.4;;;;618.1;364;172.4;0;163.7;21.8
2338N0148636R;468.6;309.9;158.7;137.8;0;0;;;;517.5;309.9;158.7;0;137.8;0
2238N3115026O;206.4;205.3;1.1;240.3;12.3;228;114.3;3.6;0;498.4;221.2;229.1;0;98.4;12.3
2238N2855396U;315.5;164.3;151.2;215.7;0;0;;;;391.3;164.3;151.2;0;181.6;34.1
2238N0954487X;513;323;141;;;;;;;513;323;141;0;39;0
2338N4363552V;746.6;483.8;169.4;746.6;483.8;169.4;;;;746.6;483.8;169.4;0;63.4;30
2238N1182338K;233.1;98.3;134.8;151.9;0;0;;;;291.8;98.3;134.8;0;143.5;8.4
2238N2164873F;609.7;355.5;254.3;279.6;0;0;;;;717.9;355.5;254.3;0;186.4;93.2
2438N2154488W;241.2;92;149.3;132;0;0;;;;286.2;92;149.3;0;91.8;40.2
2238N1007693H;456.1;265.8;190.3;138.9;12.8;0;;;;523.7;278.6;190.3;0;126.1;0
2138N0878923O;6349;3209.1;3139.9;1248.7;81.7;58.4;;;;353.9;168.1;159.3;0;25.1;1.4
2338N0006988R;528.5;301;169.5;0;0;0;0;0;0;528.5;301;169.5;0;40.1;17.8
2238N2596650A;;;;;;;;;;;;;;;
ALLEE DE LA BATIE;;;;;;;;;;;;;;;
"EMBELLIE ALPES""";;;;;;;;;;;;;;;
2438N1603911V;565.9;327;119.5;;;;;;;565.9;327;119.5;40.9;53.4;25.2
2438N1482720Q;364.1;173.1;191;121;0;0;;;;407.2;173.1;191;0;88;33
2238N1463290G;272.3;100.8;171.5;146.8;0;0;;;;332.6;100.8;171.5;0;91.7;55
2338N2963232J;428.5;245;112.3;;;;;;;428.5;245;112.3;0;44.5;26.7
2438N2152910E;393.5;149.7;243.8;260.6;0;0;;;;482.3;149.7;243.8;0;181.3;79.3
2338N1847403W;285.1;118.9;166.2;111.9;0;0;;;;322.7;118.9;166.2;0;94.2;17.7
2338N4433217G;401.1;233.2;167.9;107.5;4.4;0;;;;442.9;237.6;167.9;0;103.1;0
2438N2218341T;457.4;276.9;180.5;163;0;0;;;;513;276.9;180.5;0;163;0
2438N1045548I;316.8;148.3;168.5;173.8;23;0;;;;392.8;171.3;168.5;0;134.9;15.9
2138N0564093S;;;;;;;;;;;;;;;
"10 rue du Garat""";;;;;;;;;;;;;;;
2238N2470513P;509.5;183.3;267.5;509.5;183.3;267.5;;;;509.5;183.3;267.5;0;44;14.7
2138N0602328H;943;514;331;;;;;;;943;514;331;0;68;30
2238N0733436Y;147.3;147.3;0;314.1;87;0;;;;313.3;234.3;0;0;163.5;63.6
2438N1317736C;861;653;208;99;8;4;;;;960;661;212;0;63;0
2238N1912896U;365.2;183.5;181.7;175;0;0;;;;436.8;183.5;181.7;0;164.7;10.3
2338N3988115Y;418;220.5;197.5;161.1;38.9;0;;;;519.5;259.5;197.5;0;122.1;0
2338N0327728V;484;323;104;;;;;;;484;323;104;0;40;5
2138N0726689K;681;501;180;127;5;5;;;;808;506;185;0;79;5
2438N1277362G;537.7;349.5;188.2;194.4;0;0;;;;608.9;349.5;188.1;0;184.2;10.2
2338N3449586H;460;276;104;;;;;;;460;276;104;0;44;18
2138N0858591O;598.1;465;133;130.5;0;0;;;;651.7;465;133;0;122.8;7.7
2238N2998384I;430.2;204.4;125.1;;;;;;;430.2;204.4;125.1;0;48.8;51.9
2138N0230926P;303.4;102.7;200.7;56.9;0;0;;;;375.2;102.7;200.7;0;47.9;9
2473N1236951I;;;;;;;;;;;;;;;
"38000 Grenoble""";;;;;;;;;;;;;;;
2238N0944938Q;567.3;389.5;177.8;133.2;0;0;;;;618;389.5;177.8;0;133.2;0
2438N1685444S;666.3;302.6;164.8;;;;;;;529.1;302.6;164.8;0;167.1;31.8
2338N3484051W;477.4;299.7;108.7;;;;;;;477.4;299.7;108.7;0;45.1;23.9
2338N3658149Y;601;380;137;;;;;;;601;380;137;0;61;0
2338N1681350F;;;;;;;;;;;;;;;
Bâtiment D;;;;;;;;;;;;;;;
" 67 avenue de Claix""";;;;;;;;;;;;;;;
2438N2152801Z;346;173.3;172.7;229;0;0;;;;425.1;173.3;172.7;0;174.5;54.5
2238N0894742A;690.8;417.3;176.3;;;;;;;690.8;417.3;176.3;0;54;43.2
2338N3190350R;;;;;;;;;;;;;;;
"174 rue des Charbonnières""";;;;;;;1359564.6;;;;;;;;
2238N1722082U;893.6;489.4;293.4;;;;;;;893.6;489.4;293.4;0;61.4;49.4
2338N0799133U;293.7;114.4;179.3;122;0;0;;;;336.4;114.4;179.3;0;103.7;18.3
2338N0728532J;441.4;284.5;156.9;151.6;0;0;;;;498.3;284.5;156.9;0;142.6;8.9
2238N1394049D;301.9;114.2;146;301.9;114.2;146;;;;301.9;114.2;146;0;25.4;16.3
2238N2358147V;157.3;70.3;87;119.4;0;0;;;;264.7;70.3;87;0;106.1;13.3
2238N0816339N;450;242;114;;;;;;;450;242;114;37;43;0
2238N1261021R;617;280;249;;;;;;;617;280;249;0;58;30
2438N2152874U;421.3;170;251.3;283.9;0;0;;;;518;170;251.3;0;197.5;86.4
2238N2035420G;790.7;514.9;182.9;;;;;;;790.7;514.9;182.9;0;47.8;45
2338N0977885W;548.8;195;353.8;288.4;0;2.7;;;;647.1;195;356.5;0;175.8;109.9
2438N2080701X;;;;;;;;;;;;;;;
" Lieu dit le Jacquin""";;;;;;;;;;;;;;;
2238N1590265X;438.4;272.5;104.3;;;;;;;438.4;272.5;104.3;0;37.9;23.7
2338N3958829O;287.4;194.4;93;175.3;0;0;;;;379.4;194.4;93;0;164.3;11
2238N0900960E;140.5;69.6;71;58.2;0;0;;;;164.2;69.6;70.9;0;43.6;14.5
2438N1371364S;594.5;188.6;132;;;;;;;522.1;188.6;132;0;224.1;49.8
2338N0145764F;255.6;128.8;126.8;187.3;0;0;;;;317;128.8;126.8;0;138.4;48.9
2238N3012727Z;627.4;429.5;100.7;;;;;;;627.4;429.5;100.7;0;50.3;47
2438N3950523D;7593.6;4356.5;3237.1;1028.1;97;74.4;;;;8621.7;4453.5;3311.4;0;640.2;216.6
2238N1526571D;248.8;93.1;155.8;120.8;0;0;;;;298.5;93.1;155.8;0;75.5;45.3
2238N1313712G;711.5;389.4;322;221.8;0;0;;;;790.1;389.5;322;0;197.2;24.6
2438N1446930C;436.4;301.5;134.9;231.2;30.4;0;;;;542.2;331.9;134.9;0;189;11.8
2338N2691955Q;512.1;312.9;120.7;;;;;;;512.1;312.9;120.7;0;47.3;31.2
2338N2335799I;521.3;346;111.4;;;;;;;521.3;346;111.4;0;42.7;21.3
2238N2596664O;;;;;;;;;;;;;;;
ALLEE DE LA BATIE;;;;;;;;;;;;;;;
"EMBELLIE ALPES""";;;;;;;;;;;;;;;
2156N0839018L;435.6;247.7;123.8;;;;;;;415.4;247.7;123.8;0;43.5;0.4
2238N1511629L;782.6;585.1;158.4;782.6;585.1;158.4;;;;782.6;585.1;158.4;0;25.4;13.7
2438N1446934G;262.2;154.2;108;126.2;15.5;0;;;;319.2;169.7;108;0;104.2;6.5
2338N0759459W;197.3;197.3;0;386.3;143.1;179.4;;;;583.6;340.3;179.4;0;42.9;20.9
2238N3112174W;198.5;197.8;0.7;104.4;3.4;0;;;;245.1;201.3;0.7;0;83.2;17.8
2238N3129050Y;601;414;104;;;;;;;601;414;104;0;52;6
2338N0781360F;444.7;237.5;207.3;197.5;10.3;5.3;;;;523.7;247.8;212.6;0;145.4;36.4
2238N2641821J;;;;;;;;;;;;;;;
ZAC Blanche Monier 6 et 8 Rue Joseph François;;;;;;;;;;;;;;;
"Girot""";;;;;;;;;;;;;;;
2238N3030420M;;;;;;;;;;;;;;;
ILOT OUEST;;;;;;;;;;;;;;;
LE GRAND PRE;;;;;;;;;;;;;;;
"ALLEE CHANTOURNES""";;;;;;;;;;;;;;;
2238N2570840I;707.9;522.8;113.7;;;;;;;707.9;522.8;113.7;0;52;19.5
2238N1155537P;269.6;118.7;150.9;98.8;2.4;4.2;;;;309.7;121.1;155;0;92.2;0
2338N3634580L;545.6;352.9;192.6;230.7;163.2;2.8;;;;776.3;516.1;195.5;0;46.8;17.9
2138N0230873O;699.3;446.2;253.1;69.3;0;0;;;;784;446.2;253.1;0;65.5;3.9
2138N0894589C;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2338N3202320B;358.9;173.1;185.8;302.6;43.5;0;;;;488.5;216.6;185.8;0;212;47.1
2338N4171583K;;;;;;;;;;;;;;;
"140 Route de Lyon""";;;;;;;1105366.2;;;;;;;;
2138N0352416H;344;344;0;441;104;245;;;;785;448;245;0;64;0
2238N0637882U;416.3;248.4;167.9;143.5;0;0;;;;475;248.4;167.9;0;143.5;0
2138N0435557A;539;412;127;113;9;4;;;;652;421;131;0;70;4
2338N1963912Z;132.3;0;0;;;;;;;48;0;0;0;132.3;0
2338N4094730N;505.1;310.9;194.2;87.2;22.6;0.8;;;;592.3;333.5;195;0;40.9;22.9
2438N0753789V;377;207.8;169.1;164.8;19.5;2.1;;;;456.3;227.3;171.3;0;135.2;8
2338N1963908V;7232;3784;3448;1106;92;92;;;;8338;3876;3540;0;738;0
2338N0733991I;590;428;162;151;68;3;;;;741;496;165;0;53;9
2338N0513914V;;;;;;;;;;;;;;;
"2 Rue du Muret""";;;;;;;;;;;;;;;
2438N1207179X;756.9;517.9;147.4;;;;;;;756.9;517.9;147.4;0;51.8;39.8
2338N0524591M;741;559;111;;;;;;;741;559;111;0;45;9
2338N0206382R;568;378;127;;;;;;;568;378;127;0;44;0
2238N1463299P;239.7;87.7;152;114.5;0;0;;;;286.7;87.7;152;0;71.5;42.9
2438N1501870E;493.3;323.2;170.1;196;32.7;0;;;;597.1;356;170.1;0;154.2;9.1
2338N1906225G;467.5;275.9;191.6;148.3;0;0;;;;515.6;275.9;191.6;0;139.6;8.7
2138N1042715G;280.6;123;157.6;94.9;0;0;;;;314.2;123;157.6;0;84.3;10.5
2238N0425006G;459;301;93;;;;;;;459;301;93;0;43;5
