numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2469N0478514N;Chemin de la Cholatière 38620 Saint-Geoire-en-Valdaine;;Chemin de la Cholatière;Saint-Geoire-en-Valdaine;38620;38386;38;84;38386_0240;904222.18;6486727.05;adresse géocodée ban à l'adresse;chemin de la Cholatière;COLOMBIER-SAUGNIEU;69124
2338N0799135W;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;909124.81;6459337.4;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2238N0547122A;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;926648.71;6464165.92;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2238N0198208G;3 Impasse du Coteau Saint Helene 38200 Vienne;3;Impasse du Coteau Saint Helene;Vienne;38200;38544;38;84;38544_iiiwrk_00003;845456.19;6495054.1;adresse non géocodée ban car aucune correspondance trouvée;3 du Coteau Sainte-Hélène;VIENNE;38200
2238N1526569B;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;877742.44;6501316.03;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2138N0635795M;6 Chemin Doutan 38490 Les Abrets en Dauphiné;6;Chemin Doutan;Les Abrets en Dauphiné;38490;38001;38;84;38001_0118_00006;901834.27;6496624.97;adresse non géocodée ban car aucune correspondance trouvée;6 Chemin Doutan;LES ABRETS EN DAUPHINE;38490
2438N1065519L;Route de Champ - Chabert 38500 La Buisse;;Route de Champ - Chabert;La Buisse;38500;38061;38;84;38061_0033;904563.51;6474910.94;adresse non géocodée ban car aucune correspondance trouvée;Lotissement ''Le pré Jourdan'' lot 11, lieu dit ''Champ Chabert'', route de la Buisse;COUBLEVIE;38500
2338N0728537O;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;910601.94;6453856.12;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Claix;SEYSSINS;38180
2138N0783387C;Rue des Brieux 38120 Saint-Égrève;;Rue des Brieux;Saint-Égrève;38120;38382;38;84;38382_0080;911213.71;6463063.44;adresse non géocodée ban car aucune correspondance trouvée;Rue de Brieux;SAINT EGREVE;38120
2238N2265088Q;Route de la Plaine 38230 Chavanoz;;Route de la Plaine;Chavanoz;38230;38097;38;84;38097_0456;869850.75;6520059.46;adresse non géocodée ban car aucune correspondance trouvée;Route de la Plaine;Chavanoz;38230
2238N2404303B;Lotissement le Clos Lafayette 38790 Diémoz;;Lotissement le Clos Lafayette;Diémoz;38790;38144;38;84;38144_A062;862893.19;6501129.95;adresse non géocodée ban car aucune correspondance trouvée;Lotissement ''Cinq Lots'' - Lot 1 - 27 Rue Lafayet;Diémoz;38790
2338N2133838P;Rue des Amours 38140 Rives;;Rue des Amours;Rives;38140;38337;38;84;38337_0070;896350.45;6475431.36;adresse non géocodée ban car aucune correspondance trouvée;Rue des Amours;RIVES;38140
2138N0531943E;Rue Olympe de Gouges 38320 Eybens;;1, rue Olympe de Gouges;Eybens;38320;38158;38;84;38158_0182;916834.09;6453369.56;adresse géocodée ban à l'adresse;1, rue Olympe de Gouges;Eybens;38320
2238N3118626A;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N1217494O;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2238N1312749F;Boulevard Franklin Roosevelt 38500 Voiron;;Boulevard Franklin Roosevelt;Voiron;38500;38563;38;84;38563_0550;903098.64;6476981.16;adresse non géocodée ban car aucune correspondance trouvée;Boulevard Franklin Roosevelt et Denfert Rochereau;Voiron;38500
2238N1966037R;Rue de Penelon 38510 Creys-Mépieu;;;Creys-Mépieu;38510;38139;38;84;38139_0620;890339.78;6520912.66;adresse géocodée ban à l'adresse;427 A Rue de Penelon;CREYS-MÉPIEU;38510
2238N0327168G;Rue de la Résistance 38170 Seyssinet-Pariset;;Rue de la Résistance;Seyssinet-Pariset;38170;38485;38;84;38485_0580;910942.52;6456969.96;adresse non géocodée ban car aucune correspondance trouvée;13/15/17 Rue de la résistance;SEYSSINET-PARISET;38170
2238N0402691Z;Avenue Frederic Joliot Curie 38130 Échirolles;;Avenue Frederic Joliot Curie;Échirolles;38130;38151;38;84;38151_0160;914846.59;6453096.7;adresse non géocodée ban car aucune correspondance trouvée;AVENUE FREDERIC JOLIOT CURIE;ECHIROLLES;38130
2238N0999957T;Rue de la Contamine 38120 Saint-Égrève;;;Saint-Égrève;38120;38382;38;84;38382_0150;910072.08;6462654.34;adresse géocodée ban à l'adresse;2 allée de la Contamine;SAINT-ÉGRÈVE;38120
2238N0467905F;Avenue du 19 Mars 1962 38540 Heyrieux;;;Heyrieux;38540;38189;38;84;38189_0463;859828.19;6505946.86;adresse géocodée ban à l'adresse;avenue du 19 mars 1962;HEYRIEUX;38540
2238N0131432Y;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;909124.81;6459337.4;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2238N0757617Z;Rue des Ecoles 38500 La Buisse;;;La Buisse;38500;38061;38;84;38061_0040;905008.51;6473826.84;adresse géocodée ban à l'adresse;SCCV LA BUISSE ECOLES;;
"RUE DES ECOLES""";;3828;70;1650.5;1837.5;0;262.8;77.3;3597.9;66;1633;0;114.2;33.6;788.7
2238N1114113J;Rue de Champoulant 38080 L'Isle-d'Abeau;;;L'Isle-d'Abeau;38080;38193;38;84;38193_0036;873255.16;6502925.62;adresse géocodée ban à l'adresse;de Champoulant;L'ISLE-D'ABEAU;38080
2138N0314755U;1 Chemin du Plan et de la Feyta 38780 Pont-Évêque;1;Chemin du Plan et de la Feyta;Pont-Évêque;38780;38318;38;84;38318_0092_00001;849696.03;6493869.52;adresse géocodée ban à l'adresse;1 Chemin du Plan et de la Feyta;PONT EVEQUE;38780
2138N0532003M;Rue Olympe de Gouges 38320 Eybens;;1, rue Olympe de Gouges;Eybens;38320;38158;38;84;38158_0182;916834.09;6453369.56;adresse géocodée ban à l'adresse;1, rue Olympe de Gouges;Eybens;38320
2438N2262953P;Rue Pierre Vincendon 38110 La Tour-du-Pin;;Rue Pierre Vincendon;La Tour-du-Pin;38110;38509;38;84;38509_0750;890281.32;6499276.63;adresse géocodée ban à l'adresse;Rue Pierre Vincendon;LA TOUR DU PIN;38110
2338N4149720N;2 Rue du Pre du Merle 38640 Claix;2;Rue du Pre du Merle;Claix;38640;38111;38;84;38111_1710_00002;909470.93;6448851.22;adresse non géocodée ban car aucune correspondance trouvée;Lotissement ROSA - N° 4 2 Allée du Pré du Merle;CLAIX;38640
2238N0438863F;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;912890.93;6452277.27;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2138N0559065I;Route de Massié 38490 Les Abrets en Dauphiné;;Route de Massié;Les Abrets en Dauphiné;38490;38001;38;84;38165_0095;900973.13;6498030.82;adresse non géocodée ban car aucune correspondance trouvée;ROUTE DE MASSIE;FITILIEU;38490
2238N2164905L;17 Avenue de la Falaise 38360 Sassenage;17;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037_00017;908964.72;6459565.36;adresse non géocodée ban car aucune correspondance trouvée;17, Avenue de la Falaise;SASSENAGE;38360
2338N4094981E;Rue Marx Dormoy 38000 Grenoble;;Rue Marx Dormoy;Grenoble;38000;38185;38;84;38185_4904;912723.41;6457889.04;adresse non géocodée ban car aucune correspondance trouvée;rue Marx Dormoy;GRENOBLE;38000
2338N4067710H;Chemin de la Pierre du Loup 38840 Saint-Hilaire-du-Rosier;;Chemin de la Pierre du Loup;Saint-Hilaire-du-Rosier;38840;38394;38;84;38394_0670;877903.65;6444398.1;adresse non géocodée ban car aucune correspondance trouvée;Lieu-dit ''Le Creux'';;
"Chemin de la pierre du loup""";;7028.8;54;4894.4;1140.8;0;588.8;147.2;3056;23.5;2128;0;256;64;229.3
2138N0660156L;Impasse Lavoisier 38340 Voreppe;;Impasse Lavoisier;Voreppe;38340;38565;38;84;38565_0303;906074.47;6470251.27;adresse non géocodée ban car aucune correspondance trouvée;67 Impasse Lavoisier;VOREPPE;38340
2438N1433454U;Rue Aimé Pinel 38230 Pont-de-Chéruy;;Rue Aimé Pinel;Pont-de-Chéruy;38230;38316;38;84;38316_0020;869214.51;6519559.96;adresse non géocodée ban car aucune correspondance trouvée;28b Rue Aimé Pinel;PONT-DE-CHERUY;38230
2138N0143166F;allée du domaine d'élise 38780 Pont-Évêque;;allée du domaine d'élise;Pont-Évêque;38780;38318;38;84;38318_0032;849476.83;6494318.32;adresse non géocodée ban car aucune correspondance trouvée;Allée du Domaine d'Élise;PONT EVEQUE;38780
2138N0934587M;Route de Chartreuse 38500 Saint-Cassien;;Route de Chartreuse;Saint-Cassien;38500;38373;38;84;38373_0040;900160.07;6476610.37;adresse non géocodée ban car aucune correspondance trouvée;Lieu-Dit Le Royer 680 route de Chartreuse;ST CASSIEN;38500
2238N0533682C;Rue des Glières 38760 Varces-Allières-et-Risset;;Rue des Glières;Varces-Allières-et-Risset;38760;38524;38;84;38524_0060;910653.14;6446724.61;adresse non géocodée ban car aucune correspondance trouvée;ZAC des Coins - La Giraudières;VARCES-ALLIERES-ET-RISSET;38760
2238N2730847L;Rue des Bergeronnettes 38100 Grenoble;;Rue des Bergeronnettes;Grenoble;38100;38185;38;84;38185_0901;914389.91;6455762.05;adresse non géocodée ban car aucune correspondance trouvée;Rue des bergeronnettes;GRENOBLE;38100
2238N1212397N;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2238N0978510W;Rue Aimé Bouchayer 38170 Seyssinet-Pariset;;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170;38485;38;84;38485_0020;911588.69;6457290.46;adresse géocodée ban à l'adresse;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170
2238N0149694I;Champ des Chards 38250 Corrençon-en-Vercors;;;Corrençon-en-Vercors;38250;38129;38;84;38129_B011;898736.74;6439932.59;adresse non géocodée ban car aucune correspondance trouvée;Champs de Chards;CORRENCON-EN-VERCORS;38250
2238N0403429J;Avenue Frederic Joliot Curie 38130 Échirolles;;Avenue Frederic Joliot Curie;Échirolles;38130;38151;38;84;38151_0160;914846.59;6453096.7;adresse non géocodée ban car aucune correspondance trouvée;AVENUE FREDERIC JOLIOT CURIE;ECHIROLLES;38130
2238N3066819L;Rue de Pierre Montin 38510 Sermérieu;;Rue de Pierre Montin;Sermérieu;38510;38483;38;84;38483_0660;887538.99;6510652.04;adresse non géocodée ban car aucune correspondance trouvée;18 Rue Pierre Montin;SERMERIEU;38510
2238N0944946Y;210 Rue General de Gaulle 38330 Montbonnot-Saint-Martin;210;Rue General de Gaulle;Montbonnot-Saint-Martin;38330;38249;38;84;38249_0052_00210;919536.81;6462236.3;adresse géocodée ban à l'adresse;210 Rue General de Gaulle;Montbonnot-Saint-Martin;38330
2138N0040734N;Chemin du Violet 38690 Flachères;;;Flachères;38690;38167;38;84;38167_0425;881285.4;6488059.24;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Violet;FLACHERES;38690
2138N0755958D;Rue de lâ€™Etissey 38300 Bourgoin-Jallieu;;;Bourgoin-Jallieu;38300;38053;38;84;38053_0360;877182.83;6502039.48;adresse géocodée ban à l'adresse;Rue de l'Etissey;BOURGOIN-JALLIEU;38300
2138N0093080V;Domaine des Eymins 38430 Saint-Jean-de-Moirans;;Domaine des Eymins;Saint-Jean-de-Moirans;38430;38400;38;84;38400_lwu1sd;901630.43;6474042.75;adresse non géocodée ban car aucune correspondance trouvée;LES CROZES Lotist Le domaine des Eymins - N°8;ST JEAN DE MOIRANS;38430
2238N0754376I;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;915821.64;6453561.95;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2238N2852626G;9 Rue Champ Nigat 38760 Varces-Allières-et-Risset;9;Rue Champ Nigat;Varces-Allières-et-Risset;38760;38524;38;84;38524_axz2sp_00009;910308.12;6447430.45;adresse non géocodée ban car aucune correspondance trouvée;9 rue du champ Nigat;VARCES-ALLIERES-ET-RISSET;38760
2438N0821083B;Rue de la République 38230 Pont-de-Chéruy;;Rue de la République;Pont-de-Chéruy;38230;38316;38;84;38316_0360;869337.41;6519026.44;adresse non géocodée ban car aucune correspondance trouvée;Rue de la République;PONT-DE-CHERUY;38230
2338N2192461I;15 Chemin du Chapitre 38100 Grenoble;15;Chemin du Chapitre;Grenoble;38100;38185;38;84;38185_1390_00015;915165.69;6456607.6;adresse non géocodée ban car aucune correspondance trouvée;15 chemin du Chapitre;Grenoble;38100
2238N2664621H;Rue Jean Jaurès 38170 Seyssinet-Pariset;;Rue Jean Jaurès;Seyssinet-Pariset;38170;38485;38;84;38485_0420;911657.78;6457315.49;adresse non géocodée ban car aucune correspondance trouvée;41 Jean Jaurès;SEYSSINET-PARISET;38170
2238N2485545T;1 Chemin de la Côte Liniére 38500 Saint-Cassien;1;Chemin de la Côte Liniére;Saint-Cassien;38500;38373;38;84;38373_0060_00001;899643.44;6476303.1;adresse géocodée ban à l'adresse;1 chemin de la Côte Linière;ST CASSIEN;38500
2138N1042952J;Avenue de la Republique 38090 Villefontaine;;Avenue de la Republique;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la République;VILLEFONTAINE;38090
2438N1936902E;Rue des Fleurs 38430 Moirans;;Rue des Fleurs;Moirans;38430;38239;38;84;38239_0604;900462.93;6473126.08;adresse non géocodée ban car aucune correspondance trouvée;25 RUE DES FLEURS;MOIRANS;38239
2238N1087873D;Route des 7 Laux 38190 Les Adrets;;;Les Adrets;38190;38002;38;84;38002_0016;932602.22;6467794.84;adresse géocodée ban à l'adresse;LES GRANGES DES 7 LAUX;;
ZAC DES 7 LAUX;;;;;;;;;;;;;;;
"SITE DE PRAPOUTEL""";;6366.8;139;4154.6;1615.9;0;183.5;412.8;6029.8;131;4154.6;0;79.8;179.5;1326.9
2338N1906228J;Avenue de la Liberation 38370 Les Roches-de-Condrieu;;Avenue de la Liberation;Les Roches-de-Condrieu;38370;38340;38;84;38340_0300;838180.54;6485303.85;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Libération;LES ROCHES DE CONDRIEU;38370
2438N2098346O;Avenue Paul Chenguelia 38230 Pont-de-Chéruy;;Avenue Paul Chenguelia;Pont-de-Chéruy;38230;38316;38;84;38316_0085;868523.87;6518984.82;adresse non géocodée ban car aucune correspondance trouvée;5, Avenue Paul Chenguelia;PONT DE CHERUY, France;38230
2338N1680756J;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;910601.94;6453856.12;adresse géocodée ban à l'adresse;Résidence Terre Blanche,;;
Bâtiment C;;;;;;;;;;;;;;;
"65 avenue de Claix""";;3118.8;47;2062.6;661.3;0;263.2;131.6;2874.1;44;2052;0;114.5;57.2;622.5
2338N4171599A;Route de Lyon 38300 Bourgoin-Jallieu;;Route de Lyon;Bourgoin-Jallieu;38300;38053;38;84;38053_0557;876123.99;6501003.31;adresse géocodée ban à l'adresse;LE KATTLEYA_BAT B;;
"140 Route de Lyon""";;3248.1;67;1714.4;1231.4;0;223.4;78.9;3077.2;64;1714.4;0;97.1;34.3;677.6
2238N0403302M;Avenue Frederic Joliot Curie 38130 Échirolles;;Avenue Frederic Joliot Curie;Échirolles;38130;38151;38;84;38151_0160;914846.59;6453096.7;adresse non géocodée ban car aucune correspondance trouvée;AVENUE FREDERIC JOLIOT CURIE;ECHIROLLES;38130
2338N3646307M;Avenue Marius Chorot 38430 Moirans;;Avenue Marius Chorot;Moirans;38430;38239;38;84;38239_0240;901368.57;6472982.62;adresse non géocodée ban car aucune correspondance trouvée;Avenue Marius Chorot - Rue de la Scierie;Moirans;38430
2338N4105250D;143 Route de Grenoble 38420 Le Versoud;143;Route de Grenoble;Le Versoud;38420;38538;38;84;38538_0240_00143;924238.96;6461012.29;adresse non géocodée ban car aucune correspondance trouvée;143 Route de Grenoble;LE VERSOUD;38420
2238N1426551F;Rue du Jouffrey 38180 Seyssins;;Rue du Jouffrey;Seyssins;38180;38486;38;84;38486_0670;910285.19;6454144.3;adresse non géocodée ban car aucune correspondance trouvée;Rue du JOUFFREY;SEYSSINS;38180
2238N2830873P;Rue Louis Thomas 38510 Creys-Mépieu;;;Creys-Mépieu;38510;38139;38;84;38139_0850;891436.69;6516747.81;adresse géocodée ban à l'adresse;Louis Thomas;CREYS-MÉPIEU;38510
2338N2083665W;Rte de St Etienne 38870 Saint-Siméon-de-Bressieux;;Rte de St Etienne;Saint-Siméon-de-Bressieux;38870;38457;38;84;38457_3zzgwk;877805.58;6472597.09;adresse non géocodée ban car aucune correspondance trouvée;ROUTE DE ST ETIENNE DE ST GEOIRS;SAINT-SIMEON-DE-BRESSIEUX;38870
2338N2192402B;15 Chemin du Chapitre 38100 Grenoble;15;Chemin du Chapitre;Grenoble;38100;38185;38;84;38185_1390_00015;915165.69;6456607.6;adresse non géocodée ban car aucune correspondance trouvée;15 chemin du Chapitre;Grenoble;38100
2238N1126317T;Rue de Champoulant 38080 L'Isle-d'Abeau;;;L'Isle-d'Abeau;38080;38193;38;84;38193_0036;873255.16;6502925.62;adresse géocodée ban à l'adresse;de Champoulant;L'ISLE-D'ABEAU;38080
2238N1178256K;Rue du Pre Passin 38510 Sermérieu;;Rue du Pre Passin;Sermérieu;38510;38483;38;84;38483_0761;887929.86;6510738.54;adresse non géocodée ban car aucune correspondance trouvée;Rue du Pré Passins;SERMERIEU;38510
2238N3118805X;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2338N0336397G;4 Avenue du Docteur Carrier 38160 Saint-Marcellin;4;Avenue du Docteur Carrier;Saint-Marcellin;38160;38416;38;84;38416_0480_00004;882074.52;6453188.38;adresse non géocodée ban car aucune correspondance trouvée;4 Avenue Docteur Carrier;SAINT-MARCELLIN;38160
2138N0622609I;Rue du Bourg 38800 Champagnier;;Rue du Bourg;Champagnier;38800;38068;38;84;38068_0014;914563.6;6449460.14;adresse non géocodée ban car aucune correspondance trouvée;Rue du 19 mars 1962;CHAMPAGNIER;38800
2238N0333033V;Avenue Général de Gaulle 38450 Vif;;Avenue Général de Gaulle;Vif;38450;38545;38;84;38545_0143;909502.42;6441213.05;adresse non géocodée ban car aucune correspondance trouvée;49 Avenue Général de Gaulle;VIF;38450
2238N1619264G;Rue de la Cotinière 38920 Crolles;;Rue de la Cotinière;Crolles;38920;38140;38;84;38140_0208;926073.08;6469552.89;adresse non géocodée ban car aucune correspondance trouvée;Eco quartier - secteur 2 - ilot 1a et 1b;Crolles;38920
2338N3202324F;Avenue de Verdun 38240 Meylan;;Avenue de Verdun;Meylan;38240;38229;38;84;38229_0790;917517.4;6460477.24;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Verdun;MEYLAN;38240
2238N2810020O;Rue Charles Piot 38320 Eybens;;Rue Charles Piot;Eybens;38320;38158;38;84;38158_0050;916089.21;6454461.18;adresse non géocodée ban car aucune correspondance trouvée;Rue Charles Piot;EYBENS;38320
2138N0923687G;Pierre Louve 38080 L'Isle-d'Abeau;;Avenue d'Alicante;L'Isle-d'Abeau;38080;38193;38;84;38193_B038;874542.75;6504331.39;adresse géocodée ban à l'adresse;Avenue d'Alicante;L'Isle-d'Abeau;38080
2138N0066738R;Route de Torchefelon 38690 Biol;;Route de Torchefelon;Biol;38690;38044;38;84;38044_0665;884999.91;6492839.23;adresse non géocodée ban car aucune correspondance trouvée;Route de Torchefelon Lieu dit Brunière - Lot A;Biol;38690
2338N2559870L;16 Rue de la République 38360 Sassenage;16;Rue de la République;Sassenage;38360;38474;38;84;38474_0160_00016;908746.14;6459887.91;adresse non géocodée ban car aucune correspondance trouvée;16 rue de la République;SASSENAGE;38360
2138N0923626X;Pierre Louve 38080 L'Isle-d'Abeau;;Avenue d'Alicante;L'Isle-d'Abeau;38080;38193;38;84;38193_B038;874542.75;6504331.39;adresse géocodée ban à l'adresse;Avenue d'Alicante;L'Isle-d'Abeau;38080
2338N1681348D;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;910601.94;6453856.12;adresse géocodée ban à l'adresse;Résidence Terre Blanche,;;
Bâtiment D;;;;;;;;;;;;;;;
" 67 avenue de Claix""";;4631.6;49;3320.5;736.8;0;382.8;191.4;4291.5;45;3305.1;0;166.4;83.2;932.6
2438N0287508Y;Route de Valencin 38540 Saint-Just-Chaleyssin;;Route de Valencin;Saint-Just-Chaleyssin;38540;38408;38;84;38408_1520;856135.49;6501202.31;adresse non géocodée ban car aucune correspondance trouvée;Route de Valencin, Saint-Just-Chaleyssin;SAINT-JUST-CHALEYSSIN;38540
2238N1554316G;Chemin du Moulin 38260 Porte-des-Bonnevaux;;Chemin du Moulin;Porte-des-Bonnevaux;38260;38479;38;84;38121_0035;874259.87;6483755.31;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Moulin;PORTE-DES BONNEVAUX;38260
2238N0439062W;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;912890.93;6452277.27;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2238N1070453D;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;914598.37;6457026.99;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
